Customer_ID,Full_Name,Date_of_Birth,Age,Gender,Email,Phone,City,State,Pincode,Account_Number,Account_Type,Account_Open_Date,Current_Balance,Loan_Amount,Credit_Score,Occupation,Years_With_Bank,Annual_Income,Account_Status,Internet_Banking,Mobile_Banking,Customer_Tier,Number_of_Transactions,Last_Month_Spending
CUST519218,Ishaan Jain,1981-11-25,43,Other,ishaan.jain495@yahoo.com,+919138716394,Vellore,Tamil Nadu,500080,ACC9921512797,Savings,2022-07-01,409847.87,600786.51,397,Engineer,22,180485.8,Inactive,No,Yes,Tier 1,20,42473.91
CUST111989,Ajay Pillai,1974-04-28,50,Other,ajay.pillai537@gmail.com,+916216980930,Tiruppur,Tamil Nadu,867115,ACC8010218218,Fixed Deposit,2014-12-30,282673.99,441594.35,634,Architect,37,257317.38,Active,No,No,Tier 2,4,6609.45
CUST186554,Priya Iyer,1977-11-16,47,Female,priya.iyer269@gmail.com,+916850869632,Erode,Tamil Nadu,514521,ACC4201103712,Recurring Deposit,2009-05-26,217528.31,961845.0,433,Nurse,40,498568.6,Dormant,Yes,Yes,Tier 1,8,38838.59
CUST439121,Anjali Chatterjee,1976-05-20,48,Male,anjali.chatterjee424@rediffmail.com,+917309186996,Thanjavur,Tamil Nadu,466704,ACC3473979489,Recurring Deposit,2023-06-06,95649.63,48413.66,652,Accountant,40,81451.05,Active,Yes,Yes,Tier 3,11,7799.56
CUST863873,Anjali Ghosh,1987-11-09,37,Male,anjali.ghosh56@yahoo.com,+918979827806,Hyderabad,Telangana,419939,ACC4662594124,Fixed Deposit,2015-07-27,434441.8,0.0,594,Engineer,22,112414.68,Dormant,Yes,Yes,Tier 3,16,37517.76
CUST675458,Rajesh Kapoor,1971-06-17,53,Female,rajesh.kapoor680@gmail.com,+916227999411,Kolkata,West Bengal,786563,ACC5373945362,Savings,2006-06-30,30524.97,1235929.55,505,Lawyer,18,334861.0,Dormant,No,Yes,Tier 1,9,43370.52
CUST780956,Kishore Pandey,2000-07-18,24,Other,kishore.pandey727@gmail.com,+916854162477,Kumbakonam,Tamil Nadu,580233,ACC2660104622,Recurring Deposit,2020-12-24,242588.74,0.0,844,Engineer,3,131222.15,Dormant,No,No,Tier 2,12,37219.54
CUST119264,Rohit Pillai,1996-06-02,28,Other,rohit.pillai242@outlook.com,+916126555049,Mumbai,Maharashtra,393804,ACC6806422489,Current,2008-05-27,313083.29,1629717.28,696,Farmer,26,331896.56,Active,No,Yes,Tier 2,7,28644.93
CUST547180,Zara Das,1984-04-27,40,Male,zara.das338@rediffmail.com,+916868915819,Hyderabad,Telangana,424008,ACC9463392724,Recurring Deposit,2008-01-13,103775.26,1368097.27,441,Lawyer,10,331553.56,Dormant,Yes,No,Tier 1,17,26648.08
CUST854388,Ishaan Chopra,1992-08-12,32,Other,ishaan.chopra901@yahoo.com,+919202369378,Chennai,Tamil Nadu,874205,ACC1508469555,Salary,2008-05-29,382834.79,606696.21,723,Businessman,7,74457.48,Active,No,Yes,Tier 3,7,11545.62
CUST127351,Sara Desai,1982-07-14,42,Female,sara.desai489@yahoo.com,+917664129261,Kochi,Kerala,596864,ACC2543015709,Current,2008-09-03,234647.37,0.0,682,Businessman,15,25792.48,Active,No,No,Tier 1,6,37888.83
CUST169348,Sara Reddy,1999-10-25,25,Female,sara.reddy888@rediffmail.com,+919093239371,Ahmedabad,Gujarat,513296,ACC7945217063,Recurring Deposit,2021-08-27,214064.06,1648657.03,342,Architect,39,272718.1,Dormant,Yes,Yes,Tier 2,14,41350.51
CUST144476,Shreya Patel,1983-02-25,42,Female,shreya.patel572@rediffmail.com,+917308050094,Mumbai,Maharashtra,583757,ACC7605097681,Current,2014-06-23,95330.24,0.0,750,Government Employee,40,460326.08,Dormant,Yes,No,Tier 3,14,4522.04
CUST624977,Tarun Bose,1977-08-19,47,Other,tarun.bose961@yahoo.com,+918535385657,Coimbatore,Tamil Nadu,311741,ACC1486068287,Fixed Deposit,2007-01-09,162068.74,0.0,325,Government Employee,21,348941.54,Dormant,Yes,Yes,Tier 1,3,35311.34
CUST764873,Pooja Banerjee,1976-12-26,48,Male,pooja.banerjee394@yahoo.com,+918832661238,Tiruppur,Tamil Nadu,269999,ACC2558830012,Current,2009-01-05,190613.2,1130983.16,474,Retired,4,215595.03,Inactive,No,No,Tier 3,5,5877.7
CUST237962,Aarav Das,1960-07-19,64,Female,aarav.das784@outlook.com,+919791180178,Trichy,Tamil Nadu,349433,ACC5125032122,Current,2018-03-17,249064.99,11501.1,810,IT Professional,31,232331.86,Inactive,Yes,Yes,Tier 1,17,13905.65
CUST759172,Ajay Verma,1989-04-21,35,Female,ajay.verma152@gmail.com,+917281796685,Thanjavur,Tamil Nadu,191962,ACC4544432520,Savings,2007-06-12,18842.17,1676028.87,333,Lawyer,12,89054.26,Inactive,Yes,No,Tier 3,18,18009.43
CUST137581,Kavya Kapoor,1994-01-08,31,Male,kavya.kapoor389@gmail.com,+916577869770,Coimbatore,Tamil Nadu,828361,ACC6580427322,Salary,2012-05-20,421733.16,0.0,366,Nurse,27,267076.64,Dormant,Yes,Yes,Tier 1,18,36486.43
CUST759531,Shiva Banerjee,1979-02-26,46,Male,shiva.banerjee620@outlook.com,+917519788533,Kochi,Kerala,744129,ACC5671505977,Recurring Deposit,2016-02-19,423975.09,1990048.67,565,Nurse,32,251327.18,Active,Yes,No,Tier 1,0,5910.36
CUST587467,Usha Das,1962-01-15,63,Other,usha.das425@rediffmail.com,+916864092191,Kumbakonam,Tamil Nadu,395307,ACC4642432004,Salary,2022-09-22,175150.2,0.0,517,Doctor,20,157139.16,Dormant,No,Yes,Tier 1,10,17068.08
CUST859584,Vijay Verma,1997-05-27,27,Male,vijay.verma199@outlook.com,+918773055184,Kumbakonam,Tamil Nadu,604884,ACC5123653209,Current,2019-01-26,461178.74,1594508.77,790,Accountant,35,449005.01,Inactive,No,Yes,Tier 3,9,28247.13
CUST811141,Deepak Bose,1995-11-12,29,Female,deepak.bose702@outlook.com,+916133887735,Thanjavur,Tamil Nadu,493468,ACC3301610601,Recurring Deposit,2023-11-23,33573.41,0.0,452,Teacher,37,306787.65,Active,Yes,No,Tier 3,10,35492.0
CUST384685,Nilesh Kapoor,1980-04-09,44,Male,nilesh.kapoor244@outlook.com,+917607244157,Lucknow,Uttar Pradesh,915572,ACC2777556269,Current,2007-01-29,108461.87,0.0,609,Accountant,33,22218.04,Inactive,Yes,Yes,Tier 2,15,36622.05
CUST649063,Tarun Malhotra,1969-03-15,56,Male,tarun.malhotra101@yahoo.com,+917335654591,Mumbai,Maharashtra,820426,ACC2405905813,Recurring Deposit,2024-07-22,229954.52,0.0,834,Doctor,22,238769.19,Active,Yes,No,Tier 1,18,37924.69
CUST769883,Ishaan Joshi,1972-05-29,52,Female,ishaan.joshi198@outlook.com,+916676440254,Tiruppur,Tamil Nadu,220020,ACC4831693156,Savings,2018-12-22,159915.32,545308.41,751,Nurse,33,60163.89,Dormant,No,No,Tier 2,4,47163.89
CUST943058,Akash Pillai,1984-03-31,40,Female,akash.pillai628@outlook.com,+916454952643,Trichy,Tamil Nadu,156413,ACC2051515688,Savings,2014-07-26,25837.73,1350991.88,329,Lawyer,12,355292.02,Dormant,No,No,Tier 2,10,40872.1
CUST847528,Rahul Mehta,1964-05-12,60,Other,rahul.mehta96@rediffmail.com,+916617279928,Trichy,Tamil Nadu,370587,ACC8578161787,Salary,2013-10-17,155540.65,1894896.54,776,Teacher,22,396501.57,Inactive,No,No,Tier 1,2,23766.72
CUST468512,Vikram Verma,1987-02-11,38,Female,vikram.verma290@outlook.com,+916459481183,Vellore,Tamil Nadu,683165,ACC7350762338,Savings,2022-10-10,64133.3,1428546.17,405,Government Employee,35,235877.68,Dormant,No,Yes,Tier 3,7,27397.45
CUST605806,Jaya Joshi,1995-03-08,30,Other,jaya.joshi834@rediffmail.com,+918845897967,Coimbatore,Tamil Nadu,181678,ACC2648479139,Recurring Deposit,2023-10-08,283821.99,472308.64,650,Accountant,8,300159.94,Inactive,No,Yes,Tier 2,5,15401.79
CUST525505,Anil Chatterjee,1974-09-08,50,Male,anil.chatterjee834@rediffmail.com,+919509132563,Salem,Tamil Nadu,708979,ACC9888897104,Savings,2021-12-24,322672.06,0.0,362,Teacher,10,231957.47,Inactive,No,No,Tier 1,6,34075.84
CUST431976,Zara Khanna,1964-01-02,61,Male,zara.khanna446@outlook.com,+917263513519,Vellore,Tamil Nadu,487158,ACC8213650687,Recurring Deposit,2006-03-12,4555.57,255111.39,822,Engineer,36,412169.11,Inactive,Yes,No,Tier 1,7,21585.78
CUST718831,Kishore Iyengar,1989-09-19,35,Female,kishore.iyengar559@yahoo.com,+917547424693,Kolkata,West Bengal,261760,ACC6939036170,Salary,2024-07-29,237698.27,1686655.34,492,IT Professional,9,75795.95,Active,Yes,Yes,Tier 3,15,32896.33
CUST242371,Sandeep Jain,2000-01-31,25,Female,sandeep.jain426@rediffmail.com,+919522179956,Kochi,Kerala,503402,ACC1363626724,Salary,2010-01-24,465190.35,848249.37,484,Teacher,28,306240.9,Dormant,No,Yes,Tier 3,16,13462.52
CUST672696,Aishwarya Patel,1991-08-14,33,Other,aishwarya.patel582@rediffmail.com,+919136122697,Thanjavur,Tamil Nadu,651978,ACC7770381816,Salary,2015-06-06,57025.6,160126.21,793,Nurse,6,266444.83,Dormant,Yes,Yes,Tier 2,20,37084.31
CUST801200,Rohit Shah,1987-07-02,37,Female,rohit.shah818@outlook.com,+918201871277,Mumbai,Maharashtra,701846,ACC9925293862,Salary,2014-06-11,451840.84,937737.62,847,Farmer,19,151712.14,Active,No,No,Tier 1,20,23658.03
CUST277292,Santosh Pillai,1972-11-12,52,Female,santosh.pillai829@gmail.com,+919366235681,Salem,Tamil Nadu,364294,ACC3460414950,Current,2018-10-24,41713.83,0.0,817,Government Employee,18,430350.61,Active,Yes,Yes,Tier 3,4,32957.78
CUST487728,Gaurav Jain,1981-10-01,43,Male,gaurav.jain718@yahoo.com,+916362501515,Kolkata,West Bengal,724473,ACC4469649363,Current,2023-10-15,399786.32,0.0,333,Accountant,27,387480.22,Active,No,Yes,Tier 1,18,36718.06
CUST461838,Gaurav Desai,1962-05-10,62,Other,gaurav.desai840@gmail.com,+919204692162,Kolkata,West Bengal,345011,ACC9823262051,Fixed Deposit,2020-05-01,232275.46,0.0,787,Retired,25,242548.89,Active,No,Yes,Tier 2,14,19100.2
CUST431023,Zara Shah,1997-11-14,27,Male,zara.shah653@outlook.com,+917147133409,Coimbatore,Tamil Nadu,367747,ACC1176169319,Recurring Deposit,2013-10-10,305437.54,0.0,579,Accountant,16,369813.59,Dormant,Yes,No,Tier 3,5,15663.49
CUST111091,Vijay Kumar,1964-05-19,60,Female,vijay.kumar13@rediffmail.com,+919114927861,Erode,Tamil Nadu,364132,ACC3889662004,Current,2005-10-06,52401.69,0.0,756,Engineer,40,55051.23,Dormant,Yes,Yes,Tier 3,3,4319.32
CUST734059,Santosh Desai,2000-03-11,25,Male,santosh.desai922@yahoo.com,+918836730724,Bengaluru,Karnataka,769809,ACC5852914708,Fixed Deposit,2011-03-15,347978.99,0.0,559,Lawyer,21,136094.93,Active,No,Yes,Tier 2,12,16632.74
CUST162976,Chandan Mishra,1968-12-31,56,Female,chandan.mishra72@rediffmail.com,+918321997415,Kochi,Kerala,328994,ACC8785920419,Recurring Deposit,2019-06-07,196620.91,0.0,803,Doctor,29,360546.16,Active,Yes,Yes,Tier 1,18,36377.26
CUST914992,Yogesh Tiwari,1961-09-11,63,Other,yogesh.tiwari153@gmail.com,+918213553149,Madurai,Tamil Nadu,908442,ACC2915048861,Fixed Deposit,2015-09-22,133585.02,1149280.5,637,Lawyer,26,423584.09,Active,Yes,Yes,Tier 2,15,6060.18
CUST661307,Sanjay Pillai,1988-05-12,36,Female,sanjay.pillai411@gmail.com,+917974135984,Delhi,Delhi,779259,ACC6836509775,Current,2008-12-17,182995.0,0.0,648,Nurse,3,484081.35,Dormant,Yes,No,Tier 3,12,44823.03
CUST761249,Nilesh Kumar,1992-12-25,32,Male,nilesh.kumar907@rediffmail.com,+918546681221,Pune,Maharashtra,612997,ACC8253523668,Fixed Deposit,2006-06-01,70401.5,0.0,497,Nurse,20,254845.23,Inactive,Yes,Yes,Tier 2,1,16885.93
CUST856035,Anjali Joshi,1990-06-01,34,Male,anjali.joshi827@rediffmail.com,+916309381429,Tiruppur,Tamil Nadu,871185,ACC5478854313,Current,2015-12-20,74902.34,0.0,893,IT Professional,2,240897.62,Dormant,Yes,Yes,Tier 3,20,6526.89
CUST280616,Yogesh Pillai,1980-06-18,44,Other,yogesh.pillai841@gmail.com,+918135215050,Kochi,Kerala,937995,ACC3717260269,Recurring Deposit,2009-12-12,85759.35,212662.4,365,Doctor,13,218843.62,Dormant,No,No,Tier 1,18,27294.24
CUST437211,Suresh Patel,1975-01-18,50,Other,suresh.patel608@yahoo.com,+917588825845,Delhi,Delhi,273021,ACC4406345733,Fixed Deposit,2010-06-19,60812.37,336101.71,444,Architect,3,75351.73,Dormant,No,Yes,Tier 1,15,4036.13
CUST107574,Sandeep Bose,1978-09-02,46,Other,sandeep.bose909@outlook.com,+917163720296,Salem,Tamil Nadu,572298,ACC9972793290,Fixed Deposit,2010-05-14,346332.99,0.0,511,Teacher,40,348920.05,Dormant,Yes,No,Tier 3,2,31359.58
CUST920597,Mahesh Sharma,1968-08-10,56,Other,mahesh.sharma572@yahoo.com,+918318091886,Bengaluru,Karnataka,329927,ACC6588610432,Fixed Deposit,2022-04-12,493308.46,1725462.12,397,IT Professional,14,145449.03,Active,Yes,Yes,Tier 3,15,24875.74
CUST267520,Sandeep Rao,1979-07-01,45,Male,sandeep.rao292@yahoo.com,+919180066307,Jaipur,Rajasthan,663463,ACC1185180108,Current,2008-07-18,167480.17,0.0,764,Engineer,32,262302.82,Active,Yes,No,Tier 3,18,16298.62
CUST308405,Divya Desai,1970-03-20,55,Male,divya.desai113@outlook.com,+916947739357,Bengaluru,Karnataka,593869,ACC9153448896,Recurring Deposit,2015-11-13,118940.62,751064.78,722,Engineer,28,81021.22,Dormant,No,Yes,Tier 2,11,6820.23
CUST854787,Jaya Mehta,1972-08-02,52,Male,jaya.mehta33@gmail.com,+917475647712,Hyderabad,Telangana,409499,ACC2158329197,Recurring Deposit,2008-07-08,55999.08,342402.63,776,IT Professional,40,453733.27,Dormant,Yes,Yes,Tier 2,16,24460.67
CUST326956,Vijay Mishra,1992-09-29,32,Other,vijay.mishra286@gmail.com,+917865084042,Coimbatore,Tamil Nadu,333210,ACC7835787787,Recurring Deposit,2008-05-05,368221.34,0.0,552,Architect,1,214708.21,Active,Yes,No,Tier 3,16,1681.03
CUST656921,Usha Jain,1980-04-17,44,Male,usha.jain714@gmail.com,+917746411355,Salem,Tamil Nadu,239158,ACC6988559484,Salary,2011-08-21,120635.49,1386319.68,871,Businessman,6,17805.78,Dormant,No,Yes,Tier 3,14,42896.11
CUST883586,Nandini Mishra,1999-03-19,26,Other,nandini.mishra791@yahoo.com,+916005856809,Madurai,Tamil Nadu,174132,ACC3506801119,Fixed Deposit,2020-06-29,92880.4,1407804.13,679,Farmer,34,26029.95,Inactive,No,Yes,Tier 3,2,31022.76
CUST452001,Zara Chatterjee,1964-12-23,60,Other,zara.chatterjee373@gmail.com,+916752767775,Madurai,Tamil Nadu,685934,ACC9825348931,Savings,2017-07-30,183112.63,0.0,341,Retired,14,77818.85,Inactive,Yes,Yes,Tier 3,15,36869.0
CUST888819,Karan Kapoor,1972-06-06,52,Male,karan.kapoor274@rediffmail.com,+919562932351,Mumbai,Maharashtra,593002,ACC6263212814,Recurring Deposit,2020-03-19,32152.91,1002900.19,653,Nurse,19,231469.41,Inactive,Yes,Yes,Tier 2,2,4008.52
CUST287497,Anil Verma,1991-04-08,33,Female,anil.verma283@gmail.com,+917259153174,Hyderabad,Telangana,815551,ACC5108681386,Recurring Deposit,2007-12-18,248416.2,1254552.39,509,Accountant,23,215863.69,Dormant,Yes,No,Tier 1,2,1101.83
CUST940946,Mahesh Bose,1981-10-22,43,Other,mahesh.bose352@outlook.com,+917306023701,Vellore,Tamil Nadu,238364,ACC8063812593,Salary,2008-11-07,333094.75,890512.61,842,Government Employee,15,247279.13,Inactive,Yes,Yes,Tier 2,9,22796.33
CUST274444,Chandan Verma,1967-03-26,58,Male,chandan.verma860@yahoo.com,+917587729771,Ahmedabad,Gujarat,315120,ACC7594134964,Recurring Deposit,2020-11-10,58900.21,881777.28,624,Engineer,21,489231.06,Active,No,No,Tier 3,5,26682.15
CUST227391,Lakshmi Khanna,1980-07-18,44,Female,lakshmi.khanna512@yahoo.com,+919029890512,Kumbakonam,Tamil Nadu,596931,ACC4953233832,Salary,2021-12-01,78448.61,662561.29,859,Architect,10,401792.33,Dormant,No,No,Tier 3,3,36582.03
CUST142027,Isha Sharma,1980-01-02,45,Male,isha.sharma412@yahoo.com,+918261016130,Thanjavur,Tamil Nadu,919234,ACC3366355159,Salary,2009-05-23,46694.33,390299.49,356,Engineer,6,273822.02,Inactive,Yes,No,Tier 1,15,15887.89
CUST734470,Lakshmi Mehta,1976-07-31,48,Female,lakshmi.mehta734@rediffmail.com,+917323216479,Madurai,Tamil Nadu,688285,ACC8158707130,Savings,2009-11-02,186729.16,0.0,591,Retired,29,373348.56,Inactive,No,No,Tier 1,13,36430.28
CUST534313,Deepak Pillai,1962-12-19,62,Female,deepak.pillai487@outlook.com,+918743650866,Vellore,Tamil Nadu,534649,ACC1369702097,Current,2017-06-20,378178.97,0.0,390,Accountant,37,380069.44,Active,Yes,Yes,Tier 2,9,27693.35
CUST144284,Nilesh Shah,1970-01-26,55,Other,nilesh.shah758@rediffmail.com,+918751163659,Chennai,Tamil Nadu,595495,ACC7808417605,Savings,2019-09-01,395714.16,0.0,457,IT Professional,19,214406.82,Inactive,Yes,Yes,Tier 1,8,24652.51
CUST169966,Sara Chopra,1982-12-28,42,Male,sara.chopra123@outlook.com,+916251300243,Vellore,Tamil Nadu,435209,ACC8240940498,Fixed Deposit,2024-09-13,9263.77,0.0,565,Retired,9,185118.88,Active,No,No,Tier 2,20,45605.23
CUST473276,Harish Pandey,1983-01-19,42,Other,harish.pandey655@gmail.com,+916717843296,Pune,Maharashtra,438277,ACC5504196219,Salary,2023-07-19,383338.0,1197524.98,487,IT Professional,20,143014.9,Dormant,No,Yes,Tier 3,18,17581.47
CUST250698,Pooja Pillai,1978-06-25,46,Other,pooja.pillai382@rediffmail.com,+916663808303,Kumbakonam,Tamil Nadu,331854,ACC1055395069,Current,2022-11-01,460493.24,0.0,466,Nurse,40,347929.89,Dormant,Yes,No,Tier 2,2,5828.28
CUST237606,Nikhil Rao,1966-03-27,59,Female,nikhil.rao320@outlook.com,+919048975310,Trichy,Tamil Nadu,130156,ACC4966014688,Savings,2009-12-27,444918.33,684090.26,835,Teacher,10,347143.11,Inactive,Yes,Yes,Tier 1,2,21240.25
CUST900088,Akash Sharma,1993-12-21,31,Other,akash.sharma794@rediffmail.com,+918833771491,Coimbatore,Tamil Nadu,721990,ACC4367382040,Savings,2015-07-10,21737.21,0.0,410,Doctor,17,31207.93,Inactive,Yes,Yes,Tier 1,19,10270.06
CUST309740,Ananya Mehta,1986-01-02,39,Other,ananya.mehta867@outlook.com,+918168568631,Thanjavur,Tamil Nadu,171656,ACC2509825605,Savings,2023-05-21,176425.54,1225912.86,812,Architect,1,269130.98,Dormant,Yes,No,Tier 1,17,216.45
CUST860583,Kavya Banerjee,1979-09-21,45,Male,kavya.banerjee604@yahoo.com,+918208691233,Bengaluru,Karnataka,527376,ACC8334756553,Savings,2022-01-29,90833.84,848183.69,663,Farmer,8,238291.83,Dormant,Yes,No,Tier 2,9,27856.61
CUST142581,Nilesh Singh,1980-06-30,44,Female,nilesh.singh395@outlook.com,+917749263811,Kochi,Kerala,996915,ACC5648219528,Fixed Deposit,2009-03-27,368219.12,0.0,754,Doctor,31,470150.18,Inactive,Yes,Yes,Tier 3,15,33604.77
CUST515623,Aryan Iyer,1993-04-04,31,Female,aryan.iyer411@gmail.com,+918555337302,Kolkata,West Bengal,228725,ACC1365097623,Current,2023-10-19,32822.85,0.0,503,Lawyer,32,146473.98,Dormant,No,No,Tier 2,15,33333.85
CUST524089,Poonam Nair,1964-11-05,60,Male,poonam.nair151@rediffmail.com,+916578138594,Bengaluru,Karnataka,204441,ACC9536347155,Savings,2023-08-16,125719.59,0.0,809,Doctor,32,342272.65,Active,No,No,Tier 1,9,31098.34
CUST201013,Santosh Desai,1995-07-24,29,Other,santosh.desai533@rediffmail.com,+917475817955,Trichy,Tamil Nadu,673172,ACC4264911503,Savings,2022-02-19,101364.91,523330.55,809,Engineer,28,441261.58,Active,No,No,Tier 2,12,22127.81
CUST137728,Priya Chatterjee,1999-09-07,25,Female,priya.chatterjee882@outlook.com,+917671087985,Kolkata,West Bengal,901123,ACC1141131770,Savings,2017-10-05,245994.06,0.0,437,IT Professional,32,333438.51,Dormant,No,No,Tier 3,5,25334.25
CUST510396,Rajesh Iyer,1994-05-19,30,Female,rajesh.iyer632@outlook.com,+917573719360,Lucknow,Uttar Pradesh,948878,ACC6426222971,Recurring Deposit,2005-08-09,160581.15,256396.13,328,IT Professional,22,196480.96,Inactive,No,No,Tier 2,11,2822.46
CUST356092,Sandeep Pillai,2000-11-01,24,Other,sandeep.pillai607@gmail.com,+916084662344,Delhi,Delhi,441958,ACC2063493733,Savings,2015-05-04,434535.51,0.0,417,IT Professional,28,288344.21,Inactive,No,Yes,Tier 3,15,29399.46
CUST431889,Rahul Singh,1964-06-27,60,Other,rahul.singh828@rediffmail.com,+916715658458,Pune,Maharashtra,414070,ACC6971296417,Salary,2014-10-12,168315.75,1334775.11,814,Businessman,32,321367.66,Active,Yes,No,Tier 2,1,14866.01
CUST701380,Vikram Bose,1972-04-05,52,Male,vikram.bose98@outlook.com,+919417298242,Delhi,Delhi,783185,ACC9984890483,Salary,2016-04-27,283430.93,419478.32,843,Government Employee,28,335093.78,Inactive,Yes,No,Tier 2,8,31248.19
CUST575244,Yamini Sharma,1985-11-16,39,Other,yamini.sharma643@yahoo.com,+918739872850,Salem,Tamil Nadu,948228,ACC3351762983,Recurring Deposit,2024-02-16,106869.93,0.0,778,Lawyer,37,366041.38,Active,Yes,No,Tier 2,4,12018.7
CUST882692,Ishaan Malhotra,1988-06-08,36,Other,ishaan.malhotra851@gmail.com,+917101429904,Pune,Maharashtra,730437,ACC7164947890,Current,2014-02-07,423060.51,1292085.31,573,Businessman,8,83481.5,Active,Yes,No,Tier 2,15,27991.25
CUST557318,Deepa Verma,1961-04-22,63,Male,deepa.verma280@yahoo.com,+919661549914,Jaipur,Rajasthan,857568,ACC4889761307,Fixed Deposit,2022-07-19,394940.09,351970.44,584,Engineer,4,431196.16,Active,No,No,Tier 1,13,44838.66
CUST804299,Vijay Ghosh,1970-08-03,54,Other,vijay.ghosh863@yahoo.com,+919560448797,Bengaluru,Karnataka,912767,ACC5682829864,Recurring Deposit,2010-08-25,285701.2,1043915.12,812,Accountant,6,126657.66,Active,No,No,Tier 3,12,40292.08
CUST880097,Aryan Singh,1972-04-25,52,Female,aryan.singh180@yahoo.com,+916485165310,Trichy,Tamil Nadu,672255,ACC2816208531,Fixed Deposit,2015-08-27,204483.59,749409.97,357,IT Professional,16,482024.52,Active,No,No,Tier 3,11,41068.27
CUST122097,Zara Jain,1971-05-07,53,Male,zara.jain688@yahoo.com,+918297423915,Tiruppur,Tamil Nadu,999308,ACC9824750522,Fixed Deposit,2013-09-18,192652.76,1370496.68,671,Engineer,26,464478.63,Inactive,No,Yes,Tier 1,9,10519.32
CUST268010,Rohit Reddy,1995-05-29,29,Other,rohit.reddy901@rediffmail.com,+918023321653,Mumbai,Maharashtra,533021,ACC9228688342,Salary,2021-02-02,137381.24,1880990.84,382,Lawyer,7,413956.42,Dormant,No,Yes,Tier 2,13,30105.8
CUST952941,Sara Sharma,1988-10-08,36,Other,sara.sharma781@gmail.com,+916859316945,Kolkata,West Bengal,420389,ACC6698426649,Salary,2017-12-01,315263.09,0.0,439,Doctor,8,87333.0,Dormant,Yes,No,Tier 2,14,23918.27
CUST870883,Chandan Chatterjee,1995-11-12,29,Female,chandan.chatterjee608@outlook.com,+917690044623,Lucknow,Uttar Pradesh,975224,ACC5868387535,Recurring Deposit,2010-01-13,99732.53,0.0,724,Engineer,2,462325.05,Dormant,Yes,Yes,Tier 2,6,13089.16
CUST993209,Lakshmi Das,1966-09-11,58,Other,lakshmi.das440@outlook.com,+919086292314,Delhi,Delhi,556297,ACC1724801332,Fixed Deposit,2023-07-22,479037.42,234701.04,474,IT Professional,32,68071.05,Dormant,Yes,Yes,Tier 2,9,37322.15
CUST500633,Vikram Joshi,1996-12-18,28,Male,vikram.joshi615@yahoo.com,+916626819783,Lucknow,Uttar Pradesh,404289,ACC5854169162,Salary,2010-04-14,363490.68,817048.2,493,Architect,29,454590.84,Inactive,No,Yes,Tier 1,15,6660.25
CUST438947,Akash Singh,1962-05-03,62,Other,akash.singh571@gmail.com,+918881027733,Kumbakonam,Tamil Nadu,844033,ACC7859904332,Savings,2005-02-13,465566.77,1993478.87,782,Government Employee,33,313632.36,Inactive,No,No,Tier 1,17,2056.25
CUST288085,Poonam Tiwari,1999-05-19,25,Male,poonam.tiwari953@outlook.com,+917118435301,Trichy,Tamil Nadu,428486,ACC2117944144,Savings,2007-11-14,66393.81,865859.32,624,Accountant,18,376433.45,Inactive,No,No,Tier 3,8,25848.63
CUST556943,Ishaan Ghosh,1984-12-04,40,Male,ishaan.ghosh504@yahoo.com,+916786585993,Trichy,Tamil Nadu,593090,ACC4833996253,Salary,2008-09-01,27084.48,0.0,452,Retired,30,223850.63,Inactive,Yes,No,Tier 2,17,24259.98
CUST616935,Karan Kumar,1968-02-07,57,Other,karan.kumar209@outlook.com,+916912234539,Kolkata,West Bengal,104326,ACC1635885849,Recurring Deposit,2022-03-15,375093.36,1326275.36,579,Architect,12,214045.31,Active,Yes,No,Tier 3,3,44368.38
CUST127223,Kavya Bose,1997-07-18,27,Female,kavya.bose952@gmail.com,+918060961937,Kumbakonam,Tamil Nadu,758879,ACC5818914408,Salary,2018-04-30,77310.85,1415413.3,383,IT Professional,1,171419.19,Active,No,No,Tier 3,18,6466.01
CUST151047,Usha Patel,1984-07-17,40,Female,usha.patel762@gmail.com,+917031136291,Kochi,Kerala,193520,ACC6510245519,Savings,2024-02-13,191004.77,0.0,708,Businessman,11,200366.42,Inactive,No,Yes,Tier 1,9,24542.25
CUST553360,Yogesh Chatterjee,1976-02-08,49,Female,yogesh.chatterjee618@yahoo.com,+917913160590,Bengaluru,Karnataka,599583,ACC9253637840,Salary,2017-08-18,416110.41,0.0,824,Architect,28,54208.95,Inactive,No,Yes,Tier 2,20,21300.85
CUST142402,Nandini Chatterjee,1982-03-21,43,Female,nandini.chatterjee230@yahoo.com,+918010986027,Erode,Tamil Nadu,183029,ACC7499752071,Fixed Deposit,2011-09-27,314965.01,0.0,837,Teacher,9,345313.83,Inactive,Yes,No,Tier 2,18,2386.41
CUST180250,Poonam Singh,1978-07-11,46,Male,poonam.singh523@rediffmail.com,+918514994916,Bengaluru,Karnataka,905984,ACC4939782161,Recurring Deposit,2005-05-14,232595.92,710915.27,882,Doctor,30,97980.58,Active,No,Yes,Tier 1,13,43837.77
CUST412106,Suresh Chatterjee,1975-04-24,49,Other,suresh.chatterjee461@outlook.com,+919743561341,Kolkata,West Bengal,211495,ACC8404930275,Fixed Deposit,2016-12-26,105928.65,1208105.75,380,Engineer,1,203517.58,Active,Yes,No,Tier 2,12,43439.03
